,Team,League,Year,OBP,SLG,BA,Playoffs,ERA,ERA+,FIP,HR,RBIs,Ks
1306,CLE,N/A,2015,0.325,0.401,0.256,1,3.67,117,3.62,141,640,1407
1307,BAL,N/A,2015,0.307,0.421,0.25,1,4.05,102,4.11,217,686,1233
1308,TBR,N/A,2015,0.314,0.406,0.252,1,3.74,105,3.91,167,612,1355
1309,ARI,N/A,2015,0.324,0.414,0.264,1,4.04,102,4.21,154,680,1215
1310,BOS,N/A,2015,0.325,0.415,0.265,1,4.31,100,4.17,161,706,1218
1311,CHW,N/A,2015,0.306,0.38,0.25,1,3.98,98,3.82,136,595,1359
1312,SEA,N/A,2015,0.311,0.411,0.249,1,4.16,92,4.14,198,624,1283
1313,DET,N/A,2015,0.328,0.42,0.27,1,4.64,86,4.46,151,660,1100
1314,SDP,N/A,2015,0.3,0.385,0.243,1,4.09,91,3.93,148,623,1393
1315,MIA,N/A,2015,0.31,0.384,0.26,1,4.02,95,3.98,120,575,1152
1316,MIL,N/A,2015,0.307,0.393,0.251,1,4.28,93,4.17,145,624,1260
1317,OAK,N/A,2015,0.312,0.395,0.251,1,4.14,94,4.13,146,661,1179
1318,COL,N/A,2015,0.315,0.432,0.265,1,5.04,92,4.56,186,702,1112
1319,ATL,N/A,2015,0.314,0.359,0.251,1,4.41,88,4.34,100,548,1148
1320,CIN,N/A,2015,0.312,0.394,0.248,1,4.33,92,4.24,167,613,1252
1321,PHI,N/A,2015,0.303,0.382,0.249,1,4.69,82,4.4,130,586,1153
1322,CHC,N/A,2016,0.343,0.429,0.256,0,3.15,133,3.77,199,767,1441
1323,WSN,N/A,2016,0.326,0.426,0.256,0,3.51,122,3.58,203,735,1476
1324,TEX,N/A,2016,0.322,0.433,0.262,0,4.37,104,4.58,215,746,1154
1325,CLE,N/A,2016,0.329,0.43,0.262,0,3.84,118,3.91,185,733,1398
1326,BOS,N/A,2016,0.348,0.461,0.282,0,4.0,112,4.0,208,836,1362
1327,LAD,N/A,2016,0.319,0.409,0.249,0,3.7,109,3.61,189,680,1510
1328,BAL,N/A,2016,0.317,0.443,0.256,0,4.22,102,4.31,253,710,1248
1329,TOR,N/A,2016,0.33,0.426,0.248,0,3.78,113,4.04,221,728,1314
1330,SFG,N/A,2016,0.329,0.398,0.258,0,3.65,109,3.76,130,675,1309
1331,NYM,N/A,2016,0.316,0.417,0.246,1,3.57,113,3.56,218,649,1396
1332,DET,N/A,2016,0.331,0.438,0.267,1,4.24,101,4.16,211,719,1232
1333,SEA,N/A,2016,0.326,0.43,0.259,1,4.0,102,4.3,223,735,1318
1334,STL,N/A,2016,0.325,0.442,0.255,1,4.08,100,3.88,225,745,1290
1335,HOU,N/A,2016,0.319,0.417,0.247,1,4.06,97,3.85,198,689,1396
1336,NYY,N/A,2016,0.315,0.405,0.252,1,4.16,104,4.2,183,647,1393
1337,KCR,N/A,2016,0.312,0.4,0.261,1,4.21,102,4.42,147,640,1287
1338,MIA,N/A,2016,0.322,0.394,0.263,1,4.05,98,3.97,128,626,1379
1339,PIT,N/A,2016,0.332,0.402,0.257,1,4.21,99,4.3,153,696,1232
1340,CHW,N/A,2016,0.317,0.41,0.257,1,4.1,99,4.27,168,656,1270
1341,COL,N/A,2016,0.336,0.457,0.275,1,4.91,99,4.38,204,805,1223
1342,LAA,N/A,2016,0.322,0.405,0.26,1,4.28,94,4.62,156,686,1136
1343,MIL,N/A,2016,0.322,0.407,0.244,1,4.08,105,4.37,194,641,1175
1344,PHI,N/A,2016,0.301,0.384,0.24,1,4.63,91,4.34,161,574,1299
1345,ARI,N/A,2016,0.32,0.432,0.261,1,5.09,88,4.5,190,709,1318
1346,OAK,N/A,2016,0.304,0.395,0.246,1,4.51,91,4.24,169,634,1188
1347,ATL,N/A,2016,0.321,0.384,0.255,1,4.51,92,4.32,122,615,1227
1348,SDP,N/A,2016,0.299,0.39,0.235,1,4.43,90,4.4,177,654,1222
1349,TBR,N/A,2016,0.307,0.426,0.243,1,4.2,96,4.26,216,647,1357
1350,CIN,N/A,2016,0.316,0.408,0.256,1,4.91,87,5.24,164,678,1241
1351,MIN,N/A,2016,0.316,0.421,0.251,1,5.08,83,4.57,200,690,1191
1352,LAD,N/A,2017,0.334,0.437,0.249,0,3.38,123,3.67,221,730,1549
1353,CLE,N/A,2017,0.339,0.449,0.263,0,3.3,138,3.33,212,780,1614
1354,HOU,N/A,2017,0.346,0.478,0.282,0,4.12,99,3.91,238,854,1593
1355,WSN,N/A,2017,0.332,0.449,0.266,0,3.88,116,3.99,215,796,1457
1356,BOS,N/A,2017,0.329,0.407,0.258,0,3.7,123,3.78,168,735,1580
1357,ARI,N/A,2017,0.329,0.445,0.254,0,3.66,128,3.8,220,776,1482
1358,CHC,N/A,2017,0.338,0.437,0.255,0,3.95,112,4.2,223,785,1439
1359,NYY,N/A,2017,0.339,0.447,0.262,0,3.72,121,3.88,241,821,1560
1360,COL,N/A,2017,0.338,0.444,0.273,0,4.51,112,4.32,192,793,1270
1361,MIL,N/A,2017,0.322,0.429,0.249,1,4.0,110,4.24,224,695,1346
1362,MIN,N/A,2017,0.334,0.434,0.26,1,4.59,97,4.72,206,781,1166
1363,STL,N/A,2017,0.334,0.426,0.256,1,4.01,106,4.09,196,728,1351
1364,LAA,N/A,2017,0.315,0.397,0.243,1,4.2,102,4.43,186,678,1312
1365,KCR,N/A,2017,0.311,0.42,0.259,1,4.61,97,4.43,193,660,1216
1366,TBR,N/A,2017,0.317,0.422,0.245,1,3.97,106,4.17,228,671,1352
1367,TEX,N/A,2017,0.32,0.43,0.244,1,4.66,103,4.88,237,756,1107
1368,SEA,N/A,2017,0.325,0.424,0.259,1,4.46,94,4.7,200,714,1244
1369,MIA,N/A,2017,0.331,0.431,0.267,1,4.82,83,4.69,194,743,1202
1370,TOR,N/A,2017,0.312,0.412,0.24,1,4.42,102,4.31,222,661,1372
1371,PIT,N/A,2017,0.318,0.386,0.244,1,4.22,101,4.23,151,635,1262
1372,BAL,N/A,2017,0.312,0.435,0.26,1,4.97,88,4.96,232,713,1233
1373,OAK,N/A,2017,0.319,0.436,0.246,1,4.67,90,4.57,234,708,1202
1374,ATL,N/A,2017,0.326,0.412,0.263,1,4.72,93,4.51,165,706,1258
1375,SDP,N/A,2017,0.299,0.393,0.234,1,4.67,90,4.67,189,576,1325
1376,NYM,N/A,2017,0.32,0.434,0.25,1,5.01,83,4.59,224,713,1374
1377,CIN,N/A,2017,0.329,0.433,0.253,1,5.17,87,5.08,219,715,1300
1378,CHW,N/A,2017,0.314,0.417,0.256,1,4.78,90,5.17,186,670,1193
1379,PHI,N/A,2017,0.315,0.409,0.25,1,4.55,95,4.56,174,654,1309
1380,SFG,N/A,2017,0.309,0.38,0.249,1,4.5,95,4.22,128,612,1234
1381,DET,N/A,2017,0.324,0.424,0.258,1,5.36,84,4.73,187,699,1202
1382,BOS,N/A,2018,0.339,0.453,0.268,0,3.75,118,3.82,208,829,1558
1383,HOU,N/A,2018,0.329,0.425,0.255,0,3.11,134,3.23,205,763,1687
1384,NYY,N/A,2018,0.329,0.451,0.249,0,3.78,112,3.63,267,821,1634
1385,OAK,N/A,2018,0.325,0.439,0.252,0,3.81,109,4.18,227,778,1237
1386,MIL,N/A,2018,0.323,0.424,0.252,0,3.73,110,4.01,218,711,1428
1387,CHC,N/A,2018,0.333,0.41,0.258,0,3.65,115,4.13,167,722,1333
1388,LAD,N/A,2018,0.333,0.442,0.25,0,3.38,115,3.6,235,756,1565
1389,CLE,N/A,2018,0.332,0.434,0.259,0,3.77,115,3.78,216,786,1544
1390,COL,N/A,2018,0.322,0.435,0.256,0,4.33,109,4.06,210,748,1409
1391,ATL,N/A,2018,0.324,0.417,0.257,1,3.75,110,3.98,175,717,1423
1392,TBR,N/A,2018,0.333,0.406,0.258,1,3.74,110,3.82,150,664,1421
1393,SEA,N/A,2018,0.314,0.408,0.254,1,4.13,99,4.05,176,644,1328
1394,STL,N/A,2018,0.321,0.409,0.249,1,3.85,101,3.97,205,725,1337
1395,PIT,N/A,2018,0.317,0.407,0.254,1,4.0,98,4.06,157,665,1336
1396,WSN,N/A,2018,0.335,0.419,0.254,1,4.04,106,4.15,191,737,1417
1397,ARI,N/A,2018,0.31,0.397,0.235,1,3.72,113,3.91,176,658,1448
1398,PHI,N/A,2018,0.314,0.393,0.234,1,4.14,100,3.83,186,653,1465
1399,LAA,N/A,2018,0.313,0.413,0.242,1,4.15,102,4.36,214,690,1386
1400,MIN,N/A,2018,0.318,0.405,0.25,1,4.5,96,4.39,166,704,1377
1401,NYM,N/A,2018,0.312,0.389,0.234,1,4.07,92,3.97,170,649,1446
1402,SFG,N/A,2018,0.3,0.368,0.239,1,3.95,97,3.98,133,573,1269
1403,TOR,N/A,2018,0.312,0.427,0.244,1,4.85,88,4.53,217,680,1298
1404,CIN,N/A,2018,0.328,0.401,0.254,1,4.63,90,4.66,172,665,1258
1405,TEX,N/A,2018,0.318,0.404,0.24,1,4.92,97,4.79,194,696,1121
1406,SDP,N/A,2018,0.297,0.38,0.235,1,4.4,88,4.1,162,583,1399
1407,DET,N/A,2018,0.3,0.38,0.241,1,4.58,98,4.58,135,597,1215
1408,MIA,N/A,2018,0.303,0.357,0.237,1,4.76,81,4.56,128,554,1249
1409,CHW,N/A,2018,0.302,0.401,0.241,1,4.83,88,4.73,182,639,1259
1410,KCR,N/A,2018,0.305,0.392,0.245,1,4.94,88,4.66,155,606,1157
1411,BAL,N/A,2018,0.298,0.391,0.239,1,5.18,83,4.98,188,593,1203
1412,HOU,N/A,2019,0.352,0.495,0.274,0,3.66,127,3.98,288,891,1671
1413,LAD,N/A,2019,0.338,0.472,0.257,0,3.37,123,3.73,279,861,1519
1414,NYY,N/A,2019,0.339,0.49,0.267,0,4.31,104,4.47,306,904,1534
1415,MIN,N/A,2019,0.338,0.494,0.27,0,4.18,109,4.02,307,906,1463
1416,ATL,N/A,2019,0.336,0.452,0.258,0,4.19,110,4.39,249,824,1393
1417,OAK,N/A,2019,0.327,0.448,0.249,0,3.97,109,4.34,257,800,1299
1418,TBR,N/A,2019,0.325,0.431,0.254,0,3.65,120,3.65,217,730,1621
1419,WSN,N/A,2019,0.342,0.454,0.265,0,4.27,106,4.14,231,824,1511
1420,CLE,N/A,2019,0.323,0.432,0.25,0,3.76,125,4.06,223,731,1508
1421,STL,N/A,2019,0.322,0.415,0.245,1,3.8,110,4.27,210,714,1399
1422,MIL,N/A,2019,0.329,0.438,0.246,1,4.4,102,4.46,250,744,1497
1423,NYM,N/A,2019,0.328,0.442,0.257,1,4.24,97,4.1,242,767,1520
1424,ARI,N/A,2019,0.323,0.434,0.252,1,4.25,105,4.4,220,778,1427
1425,BOS,N/A,2019,0.34,0.466,0.269,1,4.7,104,4.28,245,857,1633
1426,CHC,N/A,2019,0.331,0.452,0.252,1,4.1,108,4.25,256,783,1444
1427,PHI,N/A,2019,0.319,0.427,0.246,1,4.53,99,4.88,215,742,1392
1428,TEX,N/A,2019,0.319,0.431,0.248,1,5.06,102,4.84,223,765,1379
1429,SFG,N/A,2019,0.302,0.392,0.239,1,4.38,96,4.55,167,655,1368
1430,CIN,N/A,2019,0.315,0.422,0.244,1,4.18,112,4.23,227,679,1552
1431,CHW,N/A,2019,0.314,0.414,0.261,1,4.9,94,4.89,182,676,1312
1432,LAA,N/A,2019,0.324,0.422,0.247,1,5.12,91,5.04,220,734,1404
1433,COL,N/A,2019,0.326,0.456,0.265,1,5.56,93,5.23,224,803,1264
1434,SDP,N/A,2019,0.308,0.41,0.238,1,4.6,91,4.22,219,652,1475
1435,PIT,N/A,2019,0.321,0.42,0.265,1,5.18,84,4.78,163,722,1443
1436,SEA,N/A,2019,0.316,0.424,0.237,1,4.99,88,5.0,239,730,1239
1437,TOR,N/A,2019,0.305,0.428,0.236,1,4.79,95,4.82,247,697,1332
1438,KCR,N/A,2019,0.309,0.401,0.247,1,5.2,92,4.9,162,655,1230
1439,MIA,N/A,2019,0.298,0.375,0.241,1,4.74,91,4.89,146,593,1378
1440,BAL,N/A,2019,0.31,0.415,0.246,1,5.59,84,5.56,213,698,1248
1441,DET,N/A,2019,0.294,0.388,0.24,1,5.24,91,4.84,149,556,1368
1442,SFG,N/A,2021,0.329,0.44,0.249,0,3.24,128,3.55,241,768,1425
1443,LAD,N/A,2021,0.33,0.429,0.244,0,3.01,139,3.54,237,799,1599
1444,TBR,N/A,2021,0.321,0.429,0.243,0,3.67,110,3.79,222,810,1478
1445,MIL,N/A,2021,0.317,0.396,0.233,0,3.5,120,3.72,194,700,1618
1446,HOU,N/A,2021,0.339,0.444,0.267,0,3.78,114,4.12,221,834,1456
1447,CHW,N/A,2021,0.336,0.422,0.256,0,3.73,118,3.74,190,757,1588
1448,BOS,N/A,2021,0.328,0.449,0.261,0,4.26,111,3.95,219,783,1527
1449,NYY,N/A,2021,0.322,0.407,0.237,0,3.74,112,3.9,222,666,1569
1450,TOR,N/A,2021,0.33,0.466,0.266,0,3.91,115,4.18,262,816,1468
1451,STL,N/A,2021,0.313,0.412,0.244,1,3.98,99,4.3,198,678,1225
1452,SEA,N/A,2021,0.303,0.385,0.226,1,4.3,98,4.26,199,673,1328
1453,ATL,N/A,2021,0.319,0.435,0.244,1,3.88,113,4.09,239,762,1417
1454,OAK,N/A,2021,0.317,0.406,0.238,1,4.02,102,4.1,199,698,1332
1455,CIN,N/A,2021,0.328,0.431,0.249,1,4.4,107,4.34,222,756,1524
1456,PHI,N/A,2021,0.318,0.408,0.24,1,4.39,96,4.15,198,700,1480
1457,CLE,N/A,2021,0.303,0.407,0.238,1,4.34,100,4.43,203,686,1391
1458,SDP,N/A,2021,0.321,0.401,0.242,1,4.1,95,4.18,180,695,1517
1459,DET,N/A,2021,0.308,0.399,0.242,1,4.32,101,4.6,179,675,1259
1460,NYM,N/A,2021,0.315,0.391,0.239,1,3.9,105,4.03,176,604,1453
1461,LAA,N/A,2021,0.31,0.407,0.245,1,4.69,96,4.25,190,691,1453
1462,COL,N/A,2021,0.317,0.414,0.249,1,4.82,99,4.47,182,709,1269
1463,KCR,N/A,2021,0.306,0.396,0.249,1,4.64,99,4.39,163,647,1344
1464,MIN,N/A,2021,0.314,0.423,0.241,1,4.83,88,4.66,228,690,1317
1465,CHC,N/A,2021,0.312,0.407,0.237,1,4.87,88,4.88,210,672,1358
1466,MIA,N/A,2021,0.298,0.372,0.233,1,3.96,106,4.01,158,594,1381
1467,WSN,N/A,2021,0.337,0.417,0.258,1,4.8,84,4.87,182,686,1346
1468,PIT,N/A,2021,0.309,0.364,0.236,1,5.08,84,4.74,124,570,1312
1469,TEX,N/A,2021,0.294,0.375,0.232,1,4.79,92,4.76,167,598,1239
1470,BAL,N/A,2021,0.304,0.402,0.239,1,5.84,77,5.15,195,632,1234
1471,ARI,N/A,2021,0.309,0.382,0.236,1,5.11,82,4.88,144,644,1238
