,Team,League,Year,OBP,SLG,BA,Playoffs,ERA,ERA+,FIP,HR,RBIs,Ks,RC
125,CHW,AL,2008,0.332,0.448,0.263,1,4.06,112,4.0,235,785,1147,814.874446085672
124,CHC,NL,2008,0.354,0.443,0.278,1,3.87,118,4.09,184,811,1264,870.0674807197944
123,BOS,AL,2008,0.358,0.447,0.28,1,4.01,116,4.09,173,807,1185,886.5961230374879
122,BAL,AL,2008,0.333,0.429,0.267,0,5.13,87,5.14,172,750,922,790.1011162179908
121,ATL,NL,2008,0.345,0.408,0.27,0,4.46,94,4.35,130,721,1076,783.3095467695275
120,ARI,NL,2008,0.327,0.415,0.251,0,3.98,116,3.84,159,683,1229,726.7925283522349
119,WSN,NL,2009,0.337,0.406,0.258,0,5.0,85,4.82,156,685,911,742.3278232405892
118,TOR,AL,2009,0.333,0.44,0.266,0,4.47,100,4.35,209,766,1181,829.037796284433
117,TEX,AL,2009,0.32,0.445,0.26,0,4.38,106,4.49,224,748,1016,781.9046348782928
116,TBR,AL,2009,0.343,0.439,0.263,0,4.33,100,4.37,199,765,1125,816.2516382699869
115,STL,NL,2009,0.332,0.415,0.263,1,3.66,112,3.82,160,694,1049,743.259135658268
114,SFG,NL,2009,0.309,0.389,0.257,0,3.55,120,3.85,122,612,1302,655.023619371283
113,SEA,AL,2009,0.314,0.402,0.258,0,3.87,110,4.39,160,613,1043,691.4869215291751
112,SDP,NL,2009,0.321,0.381,0.242,0,4.37,87,4.3,141,605,1187,653.0635501580435
111,PIT,NL,2009,0.318,0.387,0.252,0,4.59,91,4.48,125,612,919,660.0486815415821
110,PHI,NL,2009,0.334,0.447,0.258,1,4.16,101,4.36,224,788,1153,819.8157937408789
109,OAK,AL,2009,0.328,0.397,0.262,0,4.26,103,4.1,135,723,1124,722.637538864343
108,NYY,AL,2009,0.362,0.478,0.283,1,4.26,108,4.32,244,881,1260,969.112921081765
107,NYM,NL,2009,0.335,0.394,0.27,0,4.45,92,4.5,95,631,1031,718.4646261916708
106,MIN,AL,2009,0.345,0.429,0.274,1,4.5,98,4.39,172,770,1052,825.1806878734054
105,MIL,NL,2009,0.341,0.426,0.263,0,4.83,85,4.84,182,757,1104,789.1888888888889
104,LAD,NL,2009,0.346,0.412,0.27,1,3.41,118,3.8,145,739,1272,786.5197612518148
103,LAA,AL,2009,0.35,0.441,0.285,1,4.45,99,4.45,173,841,1062,865.4209758469768
102,KCR,AL,2009,0.318,0.405,0.259,0,4.83,92,4.36,144,657,1153,707.1527800968443
101,HOU,NL,2009,0.319,0.4,0.26,0,4.54,91,4.35,142,616,1144,688.651427600272
100,FLA,NL,2009,0.34,0.416,0.268,0,4.29,100,4.15,159,727,1248,777.4065146579804
99,DET,AL,2009,0.331,0.416,0.26,0,4.29,104,4.53,183,718,1102,752.4310855263158
98,COL,NL,2009,0.343,0.441,0.261,1,4.22,112,3.96,190,760,1154,811.7702211951139
97,CLE,AL,2009,0.339,0.417,0.264,0,5.06,84,4.73,161,730,986,773.6666666666666
96,CIN,NL,2009,0.318,0.394,0.247,0,4.18,101,4.63,158,637,1069,675.3946270649091
95,CHW,AL,2009,0.329,0.411,0.258,0,4.14,113,4.21,184,695,1119,728.7163581790895
94,CHC,NL,2009,0.332,0.407,0.255,0,3.84,116,4.11,161,678,1272,730.7798617966437
93,BOS,AL,2009,0.352,0.454,0.27,1,4.35,107,4.14,212,822,1230,873.8252176717187
92,BAL,AL,2009,0.332,0.415,0.268,0,5.15,89,5.03,160,708,933,770.0611246943765
91,ATL,NL,2009,0.339,0.405,0.263,0,3.57,116,3.66,149,700,1232,753.7870053737176
90,ARI,NL,2009,0.324,0.418,0.253,0,4.42,101,4.2,173,686,1158,749.5430247718383
89,WSN,NL,2010,0.318,0.39,0.25,0,4.13,98,4.12,149,634,1068,663.3697010640094
88,TOR,AL,2010,0.312,0.454,0.248,0,4.22,100,4.04,257,732,1184,767.710358699296
87,TEX,AL,2010,0.338,0.419,0.276,1,3.93,114,4.17,162,740,1181,793.7064757565896
86,TBR,AL,2010,0.333,0.403,0.247,1,3.78,103,4.09,160,769,1189,722.7753231876943
85,STL,NL,2010,0.332,0.402,0.263,0,3.57,109,3.85,150,689,1094,731.1061975998684
84,SFG,NL,2010,0.321,0.408,0.257,1,3.36,117,3.74,162,660,1331,711.8691213389121
83,SEA,AL,2010,0.298,0.339,0.236,0,3.93,100,4.17,101,485,973,542.2269938650306
82,SDP,NL,2010,0.317,0.371,0.246,0,3.39,108,3.66,132,630,1295,633.919624916276
81,PIT,NL,2010,0.304,0.373,0.242,0,5.0,81,4.45,126,570,1026,607.1851598563857
80,PHI,NL,2010,0.332,0.413,0.26,1,3.67,111,3.93,166,736,1183,755.4758182706399
79,OAK,AL,2010,0.324,0.378,0.256,0,3.56,115,4.13,109,619,1070,662.6706276150628
78,NYY,AL,2010,0.35,0.436,0.267,1,4.06,107,4.34,201,823,1154,836.5337935463156
77,NYM,NL,2010,0.314,0.383,0.249,0,3.7,105,4.0,128,625,1106,652.8461538461538
76,MIN,AL,2010,0.341,0.422,0.273,1,3.95,103,3.91,142,749,1048,796.7618736739024
75,MIL,NL,2010,0.335,0.424,0.262,0,4.58,88,4.21,182,710,1258,778.997399219766
74,LAD,NL,2010,0.322,0.379,0.252,0,4.01,97,3.76,120,621,1274,655.8912569223024
73,LAA,AL,2010,0.311,0.39,0.248,0,4.04,99,4.11,155,656,1130,657.99764863957
72,KCR,AL,2010,0.331,0.399,0.274,0,4.97,85,4.48,121,640,1035,738.6320987654321
71,HOU,NL,2010,0.303,0.362,0.247,0,4.09,97,3.89,108,577,1210,593.1757286517811
70,FLA,NL,2010,0.321,0.403,0.254,0,4.08,102,3.92,152,686,1168,706.229776674938
69,DET,AL,2010,0.335,0.415,0.268,0,4.3,98,4.15,152,717,1056,780.242850218129
68,COL,NL,2010,0.336,0.425,0.263,0,4.14,112,3.83,173,741,1234,782.4878168438266
67,CLE,AL,2010,0.322,0.378,0.248,0,4.3,92,4.4,128,601,967,656.3216180371353
66,CIN,NL,2010,0.338,0.436,0.272,1,4.01,102,4.12,188,761,1130,811.9954105884282
65,CHW,AL,2010,0.332,0.42,0.268,0,4.09,105,3.8,177,710,1149,748.4459754663081
64,CHC,NL,2010,0.32,0.401,0.257,0,4.18,100,4.11,149,658,1268,699.2503755633451
63,BOS,AL,2010,0.339,0.451,0.268,0,4.2,104,4.08,211,782,1207,856.9722445050537
62,BAL,AL,2010,0.316,0.386,0.259,0,4.59,91,4.57,133,577,1007,668.8323854131817
61,ATL,NL,2010,0.339,0.401,0.258,1,3.56,110,3.65,139,699,1241,734.5497785796293
60,ARI,NL,2010,0.325,0.416,0.25,0,4.81,89,4.76,180,691,1070,733.689376443418
59,WSN,NL,2011,0.309,0.383,0.242,0,3.58,107,3.83,154,594,1049,630.1299272542717
58,TOR,AL,2011,0.317,0.413,0.249,0,4.32,99,4.29,186,704,1169,720.1109467455622
57,TEX,AL,2011,0.34,0.46,0.283,1,3.79,117,3.98,210,807,1179,880.1144440821649
56,TBR,AL,2011,0.322,0.402,0.244,1,3.58,105,4.03,172,674,1143,689.9225903113035
55,STL,NL,2011,0.341,0.425,0.273,1,3.74,99,3.75,162,726,1098,795.4074744813961
54,SFG,NL,2011,0.303,0.368,0.242,0,3.2,109,3.33,121,534,1316,604.2298618132794
53,SEA,AL,2011,0.292,0.348,0.233,0,3.9,97,3.84,109,534,1088,547.1526639344262
52,SDP,NL,2011,0.305,0.349,0.237,0,3.42,104,3.73,91,563,1139,569.462656302805
51,PIT,NL,2011,0.309,0.368,0.244,0,4.04,92,4.2,107,580,1031,611.7262267343485
50,PHI,NL,2011,0.323,0.395,0.253,1,3.02,127,3.24,153,693,1299,701.127165740438
49,OAK,AL,2011,0.311,0.369,0.244,0,3.71,109,3.8,114,612,1160,620.09562154001
48,NYY,AL,2011,0.343,0.444,0.263,1,3.73,116,3.87,222,836,1222,829.2317331163548
47,NYM,NL,2011,0.335,0.391,0.264,0,4.19,88,4.0,108,676,1126,726.1422783989628
46,MIN,AL,2011,0.306,0.36,0.247,0,4.58,89,4.3,103,572,940,598.797874135313
45,MIL,NL,2011,0.325,0.425,0.261,1,3.63,109,3.59,185,693,1257,743.1587381916329
44,LAD,NL,2011,0.322,0.375,0.257,0,3.54,104,3.61,117,613,1265,650.4595551061678
43,LAA,AL,2011,0.313,0.402,0.253,0,3.57,106,3.89,155,629,1058,683.2201511335013
42,KCR,AL,2011,0.329,0.415,0.275,0,4.44,92,4.27,129,705,1080,770.8060189728492
41,HOU,NL,2011,0.311,0.374,0.258,0,4.51,84,4.35,95,579,1191,642.6997832972162
40,FLA,NL,2011,0.318,0.388,0.247,0,3.95,99,3.79,149,596,1218,671.7520661157025
39,DET,AL,2011,0.34,0.434,0.277,1,4.04,103,3.95,169,750,1115,817.0828402366864
38,COL,NL,2011,0.329,0.41,0.258,0,4.43,103,4.24,163,697,1118,739.0798491555993
37,CLE,AL,2011,0.317,0.396,0.25,0,4.23,93,4.06,154,671,1024,681.7951024487757
36,CIN,NL,2011,0.326,0.408,0.256,0,4.16,95,4.37,183,697,1112,734.6993655441679
35,CHW,AL,2011,0.319,0.388,0.252,0,4.1,106,3.66,154,625,1220,664.4882047850092
34,CHC,NL,2011,0.314,0.401,0.256,0,4.33,90,4.11,148,610,1224,687.9732172748577
33,BOS,AL,2011,0.349,0.461,0.28,0,4.2,103,4.05,203,842,1213,911.3101145038167
32,BAL,AL,2011,0.316,0.413,0.257,0,4.89,86,4.67,191,684,1044,720.4101374855061
31,ATL,NL,2011,0.308,0.387,0.243,0,3.48,110,3.49,173,606,1332,655.9781167108754
30,ARI,NL,2011,0.322,0.413,0.25,1,3.8,104,4.02,172,702,1058,710.5376344086021
29,WSN,NL,2012,0.322,0.428,0.261,1,3.33,120,3.54,194,688,1325,767.1064981949459
28,TOR,AL,2012,0.309,0.407,0.245,0,4.64,91,4.66,198,677,1142,680.9041946308724
27,TEX,AL,2012,0.334,0.446,0.273,1,3.99,109,3.9,200,780,1286,823.3309162821358
26,TBR,AL,2012,0.317,0.394,0.24,0,3.19,121,3.51,175,665,1383,664.532082425867
25,STL,NL,2012,0.338,0.421,0.271,1,3.71,103,3.62,159,732,1218,791.8201462225833
24,SFG,NL,2012,0.327,0.397,0.269,1,3.68,96,3.78,103,675,1237,721.9814600231749
23,SEA,AL,2012,0.296,0.369,0.234,0,3.76,102,4.0,149,584,1166,595.5162751677852
22,SDP,NL,2012,0.319,0.38,0.247,0,4.01,90,4.11,121,610,1205,648.9984901862103
21,PIT,NL,2012,0.304,0.395,0.243,0,3.86,97,3.93,170,620,1192,641.4730191256831
20,PHI,NL,2012,0.317,0.4,0.255,0,3.83,105,3.72,158,659,1385,689.8332777592531
19,OAK,AL,2012,0.31,0.404,0.238,1,3.48,112,3.89,195,676,1136,684.6824090834293
18,NYY,AL,2012,0.337,0.453,0.265,1,3.84,110,3.98,245,774,1318,833.2371489571358
17,NYM,NL,2012,0.316,0.386,0.249,0,4.09,93,3.93,139,625,1240,656.7646564757265
16,MIN,AL,2012,0.325,0.39,0.26,0,4.77,86,4.66,131,666,943,698.8566012856436
15,MIL,NL,2012,0.325,0.437,0.259,0,4.22,98,3.82,202,741,1402,768.5219990038187
14,MIA,NL,2012,0.308,0.382,0.244,0,4.09,100,3.89,137,576,1113,635.2722513089005
13,LAD,NL,2012,0.317,0.374,0.252,0,3.34,114,3.64,116,607,1276,635.1072816354114
12,LAA,AL,2012,0.332,0.433,0.274,0,4.02,95,4.26,187,732,1157,787.4573099415205
11,KCR,AL,2012,0.317,0.4,0.265,0,4.3,98,4.18,131,643,1177,707.5470198675497
10,HOU,NL,2012,0.302,0.371,0.236,0,4.56,89,4.27,146,545,1170,594.8742759795571
9,DET,AL,2012,0.335,0.422,0.268,1,3.75,113,3.63,163,698,1318,764.1747118757307
8,COL,NL,2012,0.33,0.436,0.274,0,5.22,89,4.59,166,716,1144,798.0063049610088
7,CLE,AL,2012,0.324,0.381,0.251,0,4.78,82,4.4,136,635,1086,672.2993421052631
6,CIN,NL,2012,0.315,0.411,0.251,1,3.34,123,3.72,172,636,1248,701.3497818059751
5,CHW,AL,2012,0.318,0.422,0.255,0,4.02,106,4.23,211,726,1246,728.1083793276467
4,CHC,NL,2012,0.302,0.378,0.24,0,4.51,91,4.46,137,570,1128,608.8221235916695
3,BOS,AL,2012,0.315,0.415,0.26,0,4.7,90,4.41,165,695,1176,727.3333885941645
2,BAL,AL,2012,0.311,0.417,0.247,1,3.9,109,4.2,214,677,1177,712.2094370860927
1,ATL,NL,2012,0.32,0.389,0.247,1,3.42,117,3.74,149,660,1232,672.194259012016
0,ARI,NL,2012,0.328,0.418,0.259,0,3.93,104,3.8,165,710,1200,744.0793201133145
1232,BOS,N/A,2013,0.349,0.446,0.277,0,3.79,109,3.84,178,819,1294,744.0793201133145
1233,STL,N/A,2013,0.332,0.401,0.269,0,3.42,110,3.39,125,745,1254,744.0793201133145
1234,ATL,N/A,2013,0.321,0.402,0.249,0,3.18,118,3.44,181,656,1232,744.0793201133145
1235,OAK,N/A,2013,0.327,0.419,0.254,0,3.56,109,3.83,186,725,1183,744.0793201133145
1236,PIT,N/A,2013,0.313,0.396,0.245,0,3.26,109,3.42,161,603,1261,744.0793201133145
1237,DET,N/A,2013,0.346,0.434,0.283,0,3.61,116,3.27,176,767,1428,744.0793201133145
1238,LAD,N/A,2013,0.326,0.396,0.264,0,3.25,110,3.44,138,618,1292,744.0793201133145
1239,CLE,N/A,2013,0.327,0.41,0.255,0,3.82,100,3.73,171,711,1379,744.0793201133145
1240,TBR,N/A,2013,0.329,0.408,0.257,0,3.74,103,3.71,165,670,1310,744.0793201133145
1241,TEX,N/A,2013,0.323,0.412,0.262,1,3.62,114,3.77,176,691,1309,744.0793201133145
1242,CIN,N/A,2013,0.327,0.391,0.249,1,3.38,112,3.81,155,664,1296,744.0793201133145
1243,WSN,N/A,2013,0.313,0.398,0.251,1,3.59,106,3.56,161,621,1236,744.0793201133145
1244,KCR,N/A,2013,0.315,0.379,0.26,1,3.45,120,3.83,112,620,1208,744.0793201133145
1245,BAL,N/A,2013,0.313,0.431,0.26,1,4.2,98,4.33,212,719,1169,744.0793201133145
1246,NYY,N/A,2013,0.307,0.376,0.242,1,3.94,102,3.89,144,614,1233,744.0793201133145
1247,ARI,N/A,2013,0.323,0.391,0.259,1,3.92,99,4.04,130,647,1218,744.0793201133145
1248,LAA,N/A,2013,0.329,0.414,0.264,1,4.23,89,4.08,164,696,1200,744.0793201133145
1249,SDP,N/A,2013,0.308,0.378,0.245,1,3.98,86,4.0,146,578,1171,744.0793201133145
1250,SFG,N/A,2013,0.32,0.381,0.26,1,4.0,87,3.8,107,596,1256,744.0793201133145
1251,NYM,N/A,2013,0.306,0.366,0.237,1,3.77,95,3.79,130,593,1209,744.0793201133145
1252,MIL,N/A,2013,0.311,0.398,0.252,1,3.84,101,4.12,157,610,1125,744.0793201133145
1253,COL,N/A,2013,0.323,0.418,0.27,1,4.44,101,3.96,159,673,1064,744.0793201133145
1254,TOR,N/A,2013,0.318,0.411,0.252,1,4.25,97,4.3,185,669,1208,744.0793201133145
1255,PHI,N/A,2013,0.306,0.384,0.248,1,4.32,87,3.94,140,578,1199,744.0793201133145
1256,SEA,N/A,2013,0.306,0.39,0.237,1,4.31,86,3.89,188,597,1297,744.0793201133145
1257,MIN,N/A,2013,0.312,0.38,0.242,1,4.55,90,4.23,151,590,985,744.0793201133145
1258,CHC,N/A,2013,0.3,0.392,0.238,1,4.0,97,4.1,172,576,1184,744.0793201133145
1259,CHW,N/A,2013,0.302,0.378,0.249,1,3.98,106,4.13,148,574,1249,744.0793201133145
1260,MIA,N/A,2013,0.293,0.335,0.231,1,3.71,104,3.69,95,485,1177,744.0793201133145
1261,HOU,N/A,2013,0.299,0.375,0.24,1,4.79,85,4.67,148,566,1084,744.0793201133145
1262,LAA,N/A,2014,0.322,0.406,0.259,0,3.58,101,3.57,155,729,1342,744.0793201133145
1263,WSN,N/A,2014,0.321,0.393,0.253,0,3.03,124,3.17,152,635,1288,744.0793201133145
1264,BAL,N/A,2014,0.311,0.422,0.256,0,3.43,115,3.96,211,681,1174,744.0793201133145
1265,LAD,N/A,2014,0.333,0.406,0.265,0,3.4,103,3.48,134,686,1373,744.0793201133145
1266,STL,N/A,2014,0.32,0.369,0.253,0,3.5,104,3.65,105,585,1221,744.0793201133145
1267,DET,N/A,2014,0.331,0.426,0.277,0,4.01,97,3.6,155,731,1244,744.0793201133145
1268,KCR,N/A,2014,0.314,0.376,0.263,0,3.51,113,3.69,95,604,1168,744.0793201133145
1269,SFG,N/A,2014,0.311,0.388,0.255,0,3.5,99,3.58,132,636,1211,744.0793201133145
1270,PIT,N/A,2014,0.33,0.404,0.259,0,3.47,103,3.8,156,659,1228,744.0793201133145
1271,OAK,N/A,2014,0.32,0.381,0.244,1,3.22,116,3.67,146,686,1244,744.0793201133145
1272,SEA,N/A,2014,0.3,0.376,0.244,1,3.17,115,3.61,136,600,1317,744.0793201133145
1273,CLE,N/A,2014,0.317,0.389,0.253,1,3.56,110,3.42,142,644,1450,744.0793201133145
1274,NYY,N/A,2014,0.307,0.38,0.245,1,3.75,103,3.67,147,591,1370,744.0793201133145
1275,TOR,N/A,2014,0.323,0.414,0.259,1,4.0,95,3.97,177,690,1199,744.0793201133145
1276,MIL,N/A,2014,0.311,0.397,0.25,1,3.67,103,3.89,150,617,1246,744.0793201133145
1277,NYM,N/A,2014,0.308,0.364,0.239,1,3.49,99,3.75,125,602,1303,744.0793201133145
1278,ATL,N/A,2014,0.305,0.36,0.241,1,3.38,106,3.47,123,545,1301,744.0793201133145
1279,SDP,N/A,2014,0.292,0.342,0.226,1,3.27,104,3.46,109,500,1284,744.0793201133145
1280,MIA,N/A,2014,0.317,0.378,0.253,1,3.78,98,3.56,122,614,1190,744.0793201133145
1281,TBR,N/A,2014,0.317,0.367,0.247,1,3.56,105,3.56,117,586,1437,744.0793201133145
1282,CIN,N/A,2014,0.296,0.365,0.238,1,3.59,103,4.01,131,562,1290,744.0793201133145
1283,CHW,N/A,2014,0.31,0.398,0.253,1,4.29,88,4.09,155,625,1152,744.0793201133145
1284,PHI,N/A,2014,0.302,0.363,0.242,1,3.79,99,3.81,125,584,1255,744.0793201133145
1285,CHC,N/A,2014,0.3,0.385,0.239,1,3.91,97,3.51,157,590,1311,744.0793201133145
1286,BOS,N/A,2014,0.316,0.369,0.244,1,4.01,100,3.93,123,601,1213,744.0793201133145
1287,HOU,N/A,2014,0.309,0.383,0.242,1,4.11,94,3.93,163,596,1137,744.0793201133145
1288,MIN,N/A,2014,0.324,0.389,0.254,1,4.57,86,3.97,128,675,1031,744.0793201133145
1289,TEX,N/A,2014,0.314,0.375,0.256,1,4.49,89,4.22,111,597,1110,744.0793201133145
1290,COL,N/A,2014,0.327,0.445,0.276,1,4.84,88,4.43,186,721,1074,744.0793201133145
1291,ARI,N/A,2014,0.302,0.376,0.248,1,4.26,88,3.83,118,573,1278,744.0793201133145
1292,STL,N/A,2015,0.321,0.394,0.253,0,2.94,134,3.47,137,619,1329,744.0793201133145
1293,PIT,N/A,2015,0.323,0.396,0.26,0,3.21,121,3.36,140,661,1338,744.0793201133145
1294,CHC,N/A,2015,0.321,0.398,0.244,0,3.36,114,3.3,171,657,1431,744.0793201133145
1295,KCR,N/A,2015,0.322,0.412,0.269,0,3.73,112,4.04,139,689,1160,744.0793201133145
1296,TOR,N/A,2015,0.34,0.457,0.269,0,3.8,108,4.09,232,852,1117,744.0793201133145
1297,LAD,N/A,2015,0.326,0.413,0.25,0,3.44,107,3.41,187,638,1396,744.0793201133145
1298,NYM,N/A,2015,0.312,0.4,0.244,0,3.43,111,3.53,177,654,1337,744.0793201133145
1299,TEX,N/A,2015,0.325,0.413,0.257,0,4.24,100,4.34,172,707,1095,744.0793201133145
1300,NYY,N/A,2015,0.323,0.421,0.251,0,4.03,101,3.97,212,737,1370,744.0793201133145
1301,HOU,N/A,2015,0.315,0.437,0.25,1,3.57,110,3.66,230,691,1280,744.0793201133145
1302,LAA,N/A,2015,0.307,0.396,0.246,1,3.94,96,4.06,176,621,1221,744.0793201133145
1303,SFG,N/A,2015,0.326,0.406,0.267,1,3.72,103,3.91,136,663,1165,744.0793201133145
1304,MIN,N/A,2015,0.305,0.399,0.247,1,4.07,100,4.1,156,661,1046,744.0793201133145
1305,WSN,N/A,2015,0.321,0.403,0.251,1,3.62,110,3.45,177,665,1342,744.0793201133145
1306,CLE,N/A,2015,0.325,0.401,0.256,1,3.67,117,3.62,141,640,1407,744.0793201133145
1307,BAL,N/A,2015,0.307,0.421,0.25,1,4.05,102,4.11,217,686,1233,744.0793201133145
1308,TBR,N/A,2015,0.314,0.406,0.252,1,3.74,105,3.91,167,612,1355,744.0793201133145
1309,ARI,N/A,2015,0.324,0.414,0.264,1,4.04,102,4.21,154,680,1215,744.0793201133145
1310,BOS,N/A,2015,0.325,0.415,0.265,1,4.31,100,4.17,161,706,1218,744.0793201133145
1311,CHW,N/A,2015,0.306,0.38,0.25,1,3.98,98,3.82,136,595,1359,744.0793201133145
1312,SEA,N/A,2015,0.311,0.411,0.249,1,4.16,92,4.14,198,624,1283,744.0793201133145
1313,DET,N/A,2015,0.328,0.42,0.27,1,4.64,86,4.46,151,660,1100,744.0793201133145
1314,SDP,N/A,2015,0.3,0.385,0.243,1,4.09,91,3.93,148,623,1393,744.0793201133145
1315,MIA,N/A,2015,0.31,0.384,0.26,1,4.02,95,3.98,120,575,1152,744.0793201133145
1316,MIL,N/A,2015,0.307,0.393,0.251,1,4.28,93,4.17,145,624,1260,744.0793201133145
1317,OAK,N/A,2015,0.312,0.395,0.251,1,4.14,94,4.13,146,661,1179,744.0793201133145
1318,COL,N/A,2015,0.315,0.432,0.265,1,5.04,92,4.56,186,702,1112,744.0793201133145
1319,ATL,N/A,2015,0.314,0.359,0.251,1,4.41,88,4.34,100,548,1148,744.0793201133145
1320,CIN,N/A,2015,0.312,0.394,0.248,1,4.33,92,4.24,167,613,1252,744.0793201133145
1321,PHI,N/A,2015,0.303,0.382,0.249,1,4.69,82,4.4,130,586,1153,744.0793201133145
1322,CHC,N/A,2016,0.343,0.429,0.256,0,3.15,133,3.77,199,767,1441,744.0793201133145
1323,WSN,N/A,2016,0.326,0.426,0.256,0,3.51,122,3.58,203,735,1476,744.0793201133145
1324,TEX,N/A,2016,0.322,0.433,0.262,0,4.37,104,4.58,215,746,1154,744.0793201133145
1325,CLE,N/A,2016,0.329,0.43,0.262,0,3.84,118,3.91,185,733,1398,744.0793201133145
1326,BOS,N/A,2016,0.348,0.461,0.282,0,4.0,112,4.0,208,836,1362,744.0793201133145
1327,LAD,N/A,2016,0.319,0.409,0.249,0,3.7,109,3.61,189,680,1510,744.0793201133145
1328,BAL,N/A,2016,0.317,0.443,0.256,0,4.22,102,4.31,253,710,1248,744.0793201133145
1329,TOR,N/A,2016,0.33,0.426,0.248,0,3.78,113,4.04,221,728,1314,744.0793201133145
1330,SFG,N/A,2016,0.329,0.398,0.258,0,3.65,109,3.76,130,675,1309,744.0793201133145
1331,NYM,N/A,2016,0.316,0.417,0.246,1,3.57,113,3.56,218,649,1396,744.0793201133145
1332,DET,N/A,2016,0.331,0.438,0.267,1,4.24,101,4.16,211,719,1232,744.0793201133145
1333,SEA,N/A,2016,0.326,0.43,0.259,1,4.0,102,4.3,223,735,1318,744.0793201133145
1334,STL,N/A,2016,0.325,0.442,0.255,1,4.08,100,3.88,225,745,1290,744.0793201133145
1335,HOU,N/A,2016,0.319,0.417,0.247,1,4.06,97,3.85,198,689,1396,744.0793201133145
1336,NYY,N/A,2016,0.315,0.405,0.252,1,4.16,104,4.2,183,647,1393,744.0793201133145
1337,KCR,N/A,2016,0.312,0.4,0.261,1,4.21,102,4.42,147,640,1287,744.0793201133145
1338,MIA,N/A,2016,0.322,0.394,0.263,1,4.05,98,3.97,128,626,1379,744.0793201133145
1339,PIT,N/A,2016,0.332,0.402,0.257,1,4.21,99,4.3,153,696,1232,744.0793201133145
1340,CHW,N/A,2016,0.317,0.41,0.257,1,4.1,99,4.27,168,656,1270,744.0793201133145
1341,COL,N/A,2016,0.336,0.457,0.275,1,4.91,99,4.38,204,805,1223,744.0793201133145
1342,LAA,N/A,2016,0.322,0.405,0.26,1,4.28,94,4.62,156,686,1136,744.0793201133145
1343,MIL,N/A,2016,0.322,0.407,0.244,1,4.08,105,4.37,194,641,1175,744.0793201133145
1344,PHI,N/A,2016,0.301,0.384,0.24,1,4.63,91,4.34,161,574,1299,744.0793201133145
1345,ARI,N/A,2016,0.32,0.432,0.261,1,5.09,88,4.5,190,709,1318,744.0793201133145
1346,OAK,N/A,2016,0.304,0.395,0.246,1,4.51,91,4.24,169,634,1188,744.0793201133145
1347,ATL,N/A,2016,0.321,0.384,0.255,1,4.51,92,4.32,122,615,1227,744.0793201133145
1348,SDP,N/A,2016,0.299,0.39,0.235,1,4.43,90,4.4,177,654,1222,744.0793201133145
1349,TBR,N/A,2016,0.307,0.426,0.243,1,4.2,96,4.26,216,647,1357,744.0793201133145
1350,CIN,N/A,2016,0.316,0.408,0.256,1,4.91,87,5.24,164,678,1241,744.0793201133145
1351,MIN,N/A,2016,0.316,0.421,0.251,1,5.08,83,4.57,200,690,1191,744.0793201133145
1352,LAD,N/A,2017,0.334,0.437,0.249,0,3.38,123,3.67,221,730,1549,744.0793201133145
1353,CLE,N/A,2017,0.339,0.449,0.263,0,3.3,138,3.33,212,780,1614,744.0793201133145
1354,HOU,N/A,2017,0.346,0.478,0.282,0,4.12,99,3.91,238,854,1593,744.0793201133145
1355,WSN,N/A,2017,0.332,0.449,0.266,0,3.88,116,3.99,215,796,1457,744.0793201133145
1356,BOS,N/A,2017,0.329,0.407,0.258,0,3.7,123,3.78,168,735,1580,744.0793201133145
1357,ARI,N/A,2017,0.329,0.445,0.254,0,3.66,128,3.8,220,776,1482,744.0793201133145
1358,CHC,N/A,2017,0.338,0.437,0.255,0,3.95,112,4.2,223,785,1439,744.0793201133145
1359,NYY,N/A,2017,0.339,0.447,0.262,0,3.72,121,3.88,241,821,1560,744.0793201133145
1360,COL,N/A,2017,0.338,0.444,0.273,0,4.51,112,4.32,192,793,1270,744.0793201133145
1361,MIL,N/A,2017,0.322,0.429,0.249,1,4.0,110,4.24,224,695,1346,744.0793201133145
1362,MIN,N/A,2017,0.334,0.434,0.26,1,4.59,97,4.72,206,781,1166,744.0793201133145
1363,STL,N/A,2017,0.334,0.426,0.256,1,4.01,106,4.09,196,728,1351,744.0793201133145
1364,LAA,N/A,2017,0.315,0.397,0.243,1,4.2,102,4.43,186,678,1312,744.0793201133145
1365,KCR,N/A,2017,0.311,0.42,0.259,1,4.61,97,4.43,193,660,1216,744.0793201133145
1366,TBR,N/A,2017,0.317,0.422,0.245,1,3.97,106,4.17,228,671,1352,744.0793201133145
1367,TEX,N/A,2017,0.32,0.43,0.244,1,4.66,103,4.88,237,756,1107,744.0793201133145
1368,SEA,N/A,2017,0.325,0.424,0.259,1,4.46,94,4.7,200,714,1244,744.0793201133145
1369,MIA,N/A,2017,0.331,0.431,0.267,1,4.82,83,4.69,194,743,1202,744.0793201133145
1370,TOR,N/A,2017,0.312,0.412,0.24,1,4.42,102,4.31,222,661,1372,744.0793201133145
1371,PIT,N/A,2017,0.318,0.386,0.244,1,4.22,101,4.23,151,635,1262,744.0793201133145
1372,BAL,N/A,2017,0.312,0.435,0.26,1,4.97,88,4.96,232,713,1233,744.0793201133145
1373,OAK,N/A,2017,0.319,0.436,0.246,1,4.67,90,4.57,234,708,1202,744.0793201133145
